mgi_symbol,id,ensembl,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,chromosome_name,strand,start_position,end_position,gene_biotype,M356URE.Mdmx,M358URE,M372URE,M373URE,M381URE.Mdmx,M384URE.Mdmx,neglog10_padj,n_samples_above0,is_surface,CSPA_category,UP_Protein_name,CD
Cnr2,ENSMUSG00000062585.11,ENSMUSG00000062585,1295.346906,-0.106283342,0.328389064,-0.323650676,0.746202518,0.923918729,4,1,135895394,135920207,protein_coding,1488.241258,1192.016752,1223.420303,1674.226729,1373.490847,851.3516521,0.0343662291036495,6,TRUE,1 - high confidence,Cannabinoid receptor 2,no
Cntn1,ENSMUSG00000055022.14,ENSMUSG00000055022,36.40067033,1.862118838,1.086353042,1.714101002,0.086510178,0.356489175,15,1,92051165,92341967,protein_coding,57.31150271,11.3611279,20.75883051,15.06700377,13.91368189,97.64945189,0.447953653215044,6,TRUE,1 - high confidence,Contactin-1,no
Cntn3,ENSMUSG00000030075.10,ENSMUSG00000030075,36.23035365,1.798322551,2.537840314,0.708603509,0.478570558,0.78519479,6,-1,102162655,102573101,protein_coding,173.8425319,32.20527357,2.550248669,16.56935614,0,0,0.105022590734993,4,TRUE,1 - high confidence,Contactin-3,no
Col16a1,ENSMUSG00000040690.15,ENSMUSG00000040690,203.8792604,1.087005977,0.49653292,2.189192162,0.028582876,0.195247466,4,1,130047840,130099283,protein_coding,250.6968568,120.9648846,109.6208192,138.9367901,354.4131056,159.964458,0.709414593862229,6,TRUE,1 - high confidence,Collagen alpha-1(XVI) chain,no
Col18a1,ENSMUSG00000001435.15,ENSMUSG00000001435,42.09044896,-2.915107254,2.147890218,-1.357195647,0.174719053,0.506906776,10,-1,77052178,77166548,protein_coding,31.76660148,26.24085673,174.6447918,40.52110103,0,0,0.295071903371704,4,TRUE,1 - high confidence,Collagen alpha-1(XVIII) chain [Cleaved into: Endostatin],no
Col5a1,ENSMUSG00000026837.15,ENSMUSG00000026837,216.4766706,-0.804682493,1.606244168,-0.500971464,0.616391206,0.863448819,2,1,27886425,28039514,protein_coding,69.90869505,567.9260174,242.0406771,69.59483058,419.4280675,0,0.0637634001748518,5,TRUE,1 - high confidence,Collagen alpha-1(V) chain,no
Colec12,ENSMUSG00000036103.9,ENSMUSG00000036103,29.36869668,0.367483535,1.063217414,0.34563348,0.729618181,0.916026688,18,1,9707595,9882644,protein_coding,58.81654371,19.66008715,18.15911212,40.3448091,14.34936717,25.35587444,0.0380918731855445,6,TRUE,2 - putative,Collectin-12,no
Copb1,ENSMUSG00000030754.9,ENSMUSG00000030754,7166.185497,0.091167569,0.148543077,0.61374499,0.539383854,0.823625461,7,-1,114215559,114254711,protein_coding,7313.654677,6750.39924,6403.545038,7714.62385,6940.200617,7483.28429,0.0842702363608435,6,TRUE,1 - high confidence,Coatomer subunit beta,no
Cpa3,ENSMUSG00000001865.2,ENSMUSG00000001865,11294.52558,2.287042191,0.573423113,3.988402524,6.65e-05,0.00533086,3,-1,20215620,20242181,protein_coding,21028.99318,3364.962955,7066.342221,1123.252962,14341.65413,20366.4404,2.27320272284473,6,TRUE,3 - unspecific,Mast cell carboxypeptidase A,no
Cpd,ENSMUSG00000020841.5,ENSMUSG00000020841,2207.863612,-0.424219246,0.436825954,-0.971140204,0.331478466,0.676425218,11,-1,76778424,76847018,protein_coding,2109.790396,3665.714669,1247.891857,2669.765843,1292.539612,2101.267783,0.169780209716979,6,TRUE,1 - high confidence,Carboxypeptidase D,no
Cpxm1,ENSMUSG00000027408.7,ENSMUSG00000027408,1394.892938,0.529987895,0.296472865,1.787643852,0.073833486,0.326431792,2,-1,130390775,130397574,protein_coding,1334.419324,775.5453132,1176.369964,1259.42303,1720.88901,1486.456576,0.486207550844054,6,TRUE,1 - high confidence,Probable carboxypeptidase X1,no
Crim1,ENSMUSG00000024074.8,ENSMUSG00000024074,320.8396902,-0.07690011,0.949464372,-0.080993149,0.935447401,0.985175128,17,1,78200248,78376592,protein_coding,291.4763826,203.8739694,663.4428766,31.12238913,217.3187381,336.3957555,0.00648656101148192,6,TRUE,1 - high confidence,Cysteine-rich motor neuron 1 protein,no
Crtap,ENSMUSG00000032431.6,ENSMUSG00000032431,1182.370655,0.575212035,0.292929339,1.96365457,0.049570164,0.263908789,9,-1,114375134,114390675,protein_coding,1192.858701,889.7966117,1144.270861,745.4384549,1293.250019,1578.520495,0.578546146154936,6,TRUE,1 - high confidence,Cartilage-associated protein,no
Csf1,ENSMUSG00000014599.10,ENSMUSG00000014599,121.1483845,-1.037098343,0.766101419,-1.353735049,0.175820922,0.508287665,3,-1,107741048,107760469,protein_coding,94.62734346,88.27706821,97.06777896,293.9490081,88.04627071,44.62526108,0.293890429521053,6,TRUE,1 - high confidence,Macrophage colony-stimulating factor 1,no
Csf2ra,ENSMUSG00000059326.7,ENSMUSG00000059326,669.5379462,-0.069974384,0.580342871,-0.120574211,0.904028296,0.975678634,19,-1,61223957,61228429,protein_coding,860.3931554,571.2400236,449.2161321,1011.072012,246.0118126,782.7724006,0.0106932053487794,6,TRUE,1 - high confidence,Granulocyte-macrophage colony-stimulating factor receptor subunit alpha,CD116
Csrp1,ENSMUSG00000026421.14,ENSMUSG00000026421,1997.49646,-1.354664571,0.886538649,-1.528037805,0.126503152,0.434807142,1,1,135720061,135752232,protein_coding,2588.266288,3543.957878,3143.233604,2030.107179,670.7803834,86.01377412,0.361703330947943,6,TRUE,3 - unspecific,Cysteine and glycine-rich protein 1,no
Ctla4,ENSMUSG00000026011.13,ENSMUSG00000026011,271.7064712,0.74908228,1.141789246,0.656060024,0.511785504,0.806666632,1,1,60887000,60915832,protein_coding,380.568931,196.9571146,400.4539476,11.40767511,556.6663684,74.00561221,0.0933059074031267,6,TRUE,1 - high confidence,Cytotoxic T-lymphocyte protein 4,CD152
Ctns,ENSMUSG00000005949.9,ENSMUSG00000005949,718.456195,-0.678645712,0.64420226,-1.05346683,0.292127089,0.64119105,11,-1,73183596,73199042,protein_coding,420.3259486,656.9118233,420.2543331,1621.711852,307.1963571,913.86963,0.193012548330901,6,TRUE,2 - putative,Cystinosin,no
Ctsa,ENSMUSG00000017760.16,ENSMUSG00000017760,9292.944949,-0.532185969,0.244087154,-2.180311255,0.029234397,0.198310498,2,1,164832873,164841032,protein_coding,9413.22392,12256.09743,10077.52356,11336.86906,7668.723257,5681.57706,0.70265429485777,6,TRUE,3 - unspecific,Lysosomal protective protein,no
Ctsb,ENSMUSG00000021939.8,ENSMUSG00000021939,20394.43984,-0.650641696,0.313496078,-2.075438071,0.037945953,0.229204788,14,1,63122462,63145923,protein_coding,20474.56731,32106.37952,16943.71531,29431.73067,12562.75257,15728.76646,0.639776314364943,6,TRUE,1 - high confidence,Cathepsin B,no
Ctsc,ENSMUSG00000030560.17,ENSMUSG00000030560,6012.630525,0.670609098,0.288371734,2.325502184,0.020045123,0.161674652,7,1,88278085,88310888,protein_coding,5669.66831,3917.091775,5399.622014,5123.30682,6983.983361,9869.68368,0.791358065186118,6,TRUE,3 - unspecific,Dipeptidyl peptidase 1,no
Ctsd,ENSMUSG00000007891.16,ENSMUSG00000007891,14483.01852,-0.399395389,0.278247168,-1.435397859,0.151173756,0.472464064,7,-1,142375911,142388038,protein_coding,15764.13985,19232.84877,12347.43135,18429.58959,9659.879569,11599.47391,0.325631218689152,6,TRUE,1 - high confidence,Cathepsin D,no
Ctsf,ENSMUSG00000083282.3,ENSMUSG00000083282,1188.513701,0.457573326,0.440779369,1.038100596,0.299223224,0.647385484,19,1,4855130,4860918,protein_coding,1678.486287,627.7297799,1446.497578,921.179783,875.9582853,1495.004015,0.188837042791612,6,TRUE,3 - unspecific,Cathepsin F,no
Cxadr,ENSMUSG00000022865.14,ENSMUSG00000022865,461.5697719,-1.242210111,0.969304693,-1.281547608,0.200001389,0.540764838,16,1,78301489,78359774,protein_coding,510.7124114,767.9868397,327.2121728,770.0900613,17.16615994,243.4861152,0.266991555156346,6,TRUE,1 - high confidence,Coxsackievirus and adenovirus receptor homolog,no
Cxcr5,ENSMUSG00000047880.15,ENSMUSG00000047880,207.1686693,-0.74534527,0.619116483,-1.20388536,0.228633891,0.574702346,9,-1,44511787,44561877,protein_coding,121.5221118,164.310055,219.7323626,459.668196,232.1705775,136.7043875,0.240557030023471,6,TRUE,1 - high confidence,C-X-C chemokine receptor type 5,CD185
Dag1,ENSMUSG00000039952.15,ENSMUSG00000039952,519.8024049,-0.325451463,0.554632579,-0.586787497,0.557346435,0.832516608,9,-1,108204634,108263958,protein_coding,759.9601585,470.3492798,722.7009985,562.0819299,206.1870052,410.6582298,0.0796070939287768,6,TRUE,1 - high confidence,Dystroglycan,no
Dcbld1,ENSMUSG00000019891.15,ENSMUSG00000019891,251.0873447,-1.689490034,1.328616972,-1.271615574,0.20350974,0.545436178,10,1,52233619,52321378,protein_coding,342.5233198,320.4215333,210.323922,709.1097495,2.162370482,30.57915645,0.263256059308432,6,TRUE,1 - high confidence,"Discoidin, CUB and LCCL domain-containing protein 1",no
Dcbld2,ENSMUSG00000035107.13,ENSMUSG00000035107,18.43532732,-3.356204499,1.777873853,-1.887763012,0.059057773,0.289838521,16,1,58408443,58469727,protein_coding,0,44.79487759,11.7965963,84.14075008,8.468816861,5.948596492,0.537843895103721,5,TRUE,1 - high confidence,"Discoidin, CUB and LCCL domain-containing protein 2",no
Dgcr2,ENSMUSG00000003166.20,ENSMUSG00000003166,2346.828533,-0.505387704,0.420078645,-1.203078783,0.228945835,0.574770588,16,-1,17839482,17898562,protein_coding,2961.389473,1965.55107,3497.517233,2753.832406,1317.33141,1409.431317,0.240505463565154,6,TRUE,1 - high confidence,Integral membrane protein DGCR2/IDD,no
Dhx36,ENSMUSG00000027770.5,ENSMUSG00000027770,1513.356555,0.108773917,0.368572843,0.295121897,0.767900763,0.932905352,3,-1,62468013,62507004,protein_coding,2049.14548,1317.782635,1947.41618,1120.530879,1472.79387,1125.156336,0.0301624154059264,6,TRUE,2 - putative,Probable ATP-dependent RNA helicase DHX36,no
Disp1,ENSMUSG00000030768.12,ENSMUSG00000030768,481.5868017,-0.50367121,1.212158941,-0.415515815,0.67776434,0.891186079,1,-1,183086266,183221522,protein_coding,562.1443992,103.3031397,1126.946144,351.0022872,533.3706401,8.937013257,0.0500316061253535,6,TRUE,2 - putative,Protein dispatched homolog 1,no
Dkc1,ENSMUSG00000031403.14,ENSMUSG00000031403,19909.50614,0.424533267,0.207754523,2.043436944,0.041009203,0.237496005,X,1,75095854,75109777,protein_coding,19127.3942,16491.33907,19870.20307,15794.98192,24583.51567,24886.07202,0.624343691390894,6,TRUE,3 - unspecific,H/ACA ribonucleoprotein complex subunit 4,no
Dnase1l1,ENSMUSG00000019088.13,ENSMUSG00000019088,839.7983812,0.090688489,0.20750916,0.437033664,0.662086934,0.885351795,X,-1,74273217,74282337,protein_coding,837.9933559,746.5949797,819.415281,798.3977393,848.5831005,778.9865758,0.0528841278681503,6,TRUE,3 - unspecific,Deoxyribonuclease-1-like 1,no
Dpep2,ENSMUSG00000053687.15,ENSMUSG00000053687,21.71945449,-3.087645643,1.708624939,-1.807093864,0.070747645,0.320337023,8,-1,105984944,105991759,protein_coding,6.505077964,2.524361382,4.886234647,96.00261119,2.939569314,2.341315457,0.494392864784795,6,TRUE,1 - high confidence,Dipeptidase 2,no
Dpp10,ENSMUSG00000036815.16,ENSMUSG00000036815,18.76538552,1.440177038,1.185167499,1.215167509,0.22430221,0.568551243,1,-1,123321471,124846039,protein_coding,18.2493944,12.01015122,5.448684377,13.44217088,47.84892227,15.21267737,0.245230386650451,6,TRUE,2 - putative,Inactive dipeptidyl peptidase 10,no
Dpp4,ENSMUSG00000035000.8,ENSMUSG00000035000,807.6594145,1.272494453,0.6582223,1.93322902,0.053207991,0.274277843,2,-1,62330073,62412231,protein_coding,1578.302285,230.2474036,454.4799523,925.8981656,491.8536597,1729.208177,0.561809274610196,6,TRUE,1 - high confidence,Dipeptidyl peptidase 4,CD26
Dpy19l4,ENSMUSG00000045205.16,ENSMUSG00000045205,946.265284,-0.226423855,0.465521934,-0.486387081,0.626692748,0.867853297,4,-1,11261315,11322137,protein_coding,517.2669767,1410.997313,590.1119845,1103.955287,1119.517175,945.5218728,0.0615536822982532,6,TRUE,2 - putative,Protein dpy-19 homolog 4,no
Dsc2,ENSMUSG00000024331.11,ENSMUSG00000024331,556.6650828,-0.066236544,0.666684011,-0.099352231,0.920858609,0.980323017,18,-1,20030633,20059554,protein_coding,225.6067066,186.4692283,816.2824744,527.3655268,654.2990789,558.2402448,0.00863080044402546,6,TRUE,1 - high confidence,Desmocollin-2,no
Dse,ENSMUSG00000039497.8,ENSMUSG00000039497,21.40212257,6.896147124,2.103481314,3.27844468,0.001043808,0.029788514,10,-1,34151393,34207715,protein_coding,51.77094329,0,0.908236935,0,4.782915075,70.03303862,1.52595116102453,4,TRUE,1 - high confidence,Dermatan-sulfate epimerase,no
Dsg2,ENSMUSG00000044393.15,ENSMUSG00000044393,152.9954969,1.2510503,1.089330153,1.148458341,0.250779401,0.597958021,18,1,20558074,20604521,protein_coding,81.63762683,54.9864255,191.827201,23.65213977,477.0487569,77.60735618,0.223329304118602,6,TRUE,1 - high confidence,Desmoglein-2,no
Ece1,ENSMUSG00000057530.14,ENSMUSG00000057530,2246.984405,1.041015319,0.491287087,2.118955184,0.034094255,0.21618591,4,1,137862237,137965229,protein_coding,2505.618101,792.1287947,2636.866554,1046.003697,3085.116236,3496.384038,0.665172614770574,6,TRUE,1 - high confidence,Endothelin-converting enzyme 1,no
Ecm1,ENSMUSG00000028108.15,ENSMUSG00000028108,3306.636465,-1.436160437,0.325409433,-4.413395219,1.02e-05,0.001416856,3,-1,95734147,95739569,protein_coding,2145.04488,4987.61336,3506.452682,6017.443689,1199.0974,1892.45889,2.84867428636742,6,TRUE,1 - high confidence,Extracellular matrix protein 1,no
Edem3,ENSMUSG00000043019.12,ENSMUSG00000043019,1215.447992,0.001569764,0.36895975,0.004254567,0.996605357,0.998772073,1,1,151755371,151822051,protein_coding,813.1689877,1274.244591,1334.407698,1112.107674,1064.147816,1771.310885,0.000533609604189673,6,TRUE,3 - unspecific,ER degradation-enhancing alpha-mannosidase-like 3,no
Ednra,ENSMUSG00000031616.7,ENSMUSG00000031616,2253.114869,-1.453652175,0.639738455,-2.272260115,0.023070804,0.173206004,8,-1,77663031,77724464,protein_coding,1830.687436,4754.756554,849.3803629,4503.171669,1101.103703,651.4543971,0.761437057706226,6,TRUE,1 - high confidence,Endothelin-1 receptor,no
Eef1e1,ENSMUSG00000001707.8,ENSMUSG00000001707,3232.348189,0.159858053,0.429008027,0.372622521,0.709429408,0.90601276,13,-1,38644207,38659058,protein_coding,2663.488028,3080.86622,4157.363358,2112.703023,5296.560248,2288.824257,0.0428656858126286,6,TRUE,3 - unspecific,Eukaryotic translation elongation factor 1 epsilon-1,no
Eef2,ENSMUSG00000034994.10,ENSMUSG00000034994,51768.08792,0.16319728,0.272430334,0.599042249,0.549144711,0.82979727,10,1,81176631,81182498,protein_coding,50369.68102,37338.49257,64775.8935,45887.06935,62300.94843,50016.23671,0.0810279983162599,6,TRUE,3 - unspecific,Elongation factor 2,no
Efnb1,ENSMUSG00000031217.8,ENSMUSG00000031217,58.39898762,0.305846586,1.372410329,0.222853603,0.823649448,0.949465533,X,1,99136130,99148991,protein_coding,96.40638434,2.18702772,107.9852936,46.62049222,78.34882287,17.24510353,0.0225207961714078,6,TRUE,1 - high confidence,Ephrin-B1,no
Eif2s2,ENSMUSG00000074656.12,ENSMUSG00000074656,13787.1509,0.525746903,0.234773346,2.239380711,0.025131155,0.181254567,2,-1,154871410,154892935,protein_coding,12843.83065,12297.30854,12397.55801,9657.857665,19008.36619,16570.15053,0.741711041871943,6,TRUE,3 - unspecific,Eukaryotic translation initiation factor 2 subunit 2,no
Elfn2,ENSMUSG00000043460.7,ENSMUSG00000043460,30.65182619,-2.842827605,2.929485761,-0.970418646,0.331837858,0.676696707,15,-1,78667331,78718771,protein_coding,23.87019898,33.39173061,0,142.5966172,0,0,0.169605936912731,3,TRUE,1 - high confidence,Leucine-rich repeat and fibronectin type-III domain-containing protein 6,no
Emb,ENSMUSG00000021728.8,ENSMUSG00000021728,3969.126902,0.83933779,0.366543549,2.289871944,0.022028741,0.169161096,13,1,117208536,117274415,protein_coding,3796.356613,2016.920162,3650.09171,2872.028792,4076.056307,7129.348737,0.771699509708572,6,TRUE,1 - high confidence,Embigin,no
Emid1,ENSMUSG00000034164.17,ENSMUSG00000034164,638.2020267,-0.082014355,0.387677832,-0.211552863,0.832455887,0.953292691,11,-1,5106265,5152257,protein_coding,483.7854112,391.8679144,683.3196529,774.2639261,664.9154893,562.8020382,0.0207737367486795,6,TRUE,1 - high confidence,EMI domain-containing protein 1,no
Emilin1,ENSMUSG00000029163.9,ENSMUSG00000029163,2107.250544,-0.66855311,0.379556659,-1.7614053,0.078169829,0.33535416,5,1,30913402,30921277,protein_coding,2086.528605,2459.562941,1598.958079,3185.996354,1221.935938,1137.261527,0.474496301955389,6,TRUE,1 - high confidence,EMILIN-1,no
Emilin2,ENSMUSG00000024053.11,ENSMUSG00000024053,6098.352754,-0.942423428,0.450858163,-2.090288045,0.036591933,0.223772493,17,-1,71252172,71311978,protein_coding,6679.340896,12565.53646,5118.792602,9461.784985,4600.315301,2482.658349,0.6501932997224,6,TRUE,1 - high confidence,EMILIN-2,no
Emp1,ENSMUSG00000030208.15,ENSMUSG00000030208,802.4422005,1.037890884,0.804473063,1.290149953,0.196998599,0.537454009,6,1,135362545,135383173,protein_coding,417.3214043,87.91070514,675.0426045,832.9559486,1379.4655,1415.620249,0.269658693258096,6,TRUE,2 - putative,Epithelial membrane protein 1,no
Eng,ENSMUSG00000026814.16,ENSMUSG00000026814,3613.609193,-0.154687444,0.272080552,-0.568535467,0.56967143,0.839418904,2,1,32646595,32682669,protein_coding,3229.461931,3158.30932,4549.298671,3470.20803,3965.816602,2652.561704,0.0760212545545499,6,TRUE,1 - high confidence,Endoglin,CD105
Eno1,ENSMUSG00000063524.13,ENSMUSG00000063524,91162.68125,-0.599105944,0.409753628,-1.462112603,0.143710356,0.459819764,4,1,150236721,150248879,protein_coding,110946.2001,119090.3811,95332.22035,123334.7352,73207.63969,33762.41196,0.337412365794727,6,TRUE,1 - high confidence,Alpha-enolase,no
Enpp1,ENSMUSG00000037370.13,ENSMUSG00000037370,1590.759083,-0.427766273,0.344214241,-1.242732641,0.213966372,0.558564137,10,-1,24637914,24712159,protein_coding,1568.856865,1687.767602,1292.92102,2420.350296,963.9842936,1387.018418,0.25292695192001,6,TRUE,1 - high confidence,Ectonucleotide pyrophosphatase/phosphodiesterase family member 1,CD203a
Enpp3,ENSMUSG00000019989.8,ENSMUSG00000019989,40.58840317,-1.053045386,2.25591974,-0.466792044,0.640648669,0.876147994,10,-1,24772406,24842823,protein_coding,0,52.10951219,34.50077868,87.46699747,81.3343387,0,0.0574225290500313,4,TRUE,1 - high confidence,Ectonucleotide pyrophosphatase/phosphodiesterase family member 3,CD203c
Enpp4,ENSMUSG00000023961.16,ENSMUSG00000023961,2350.890284,-0.994333264,0.479363272,-2.074279201,0.038053388,0.229452277,17,-1,44096308,44105809,protein_coding,2109.335585,3171.193721,2109.097506,4265.017908,1878.592026,682.3557027,0.639307628169241,6,TRUE,1 - high confidence,Ectonucleotide pyrophosphatase/phosphodiesterase family member 4,no
Enpp5,ENSMUSG00000023960.13,ENSMUSG00000023960,8944.333166,-0.719999538,0.389766944,-1.847256545,0.064709968,0.304292149,17,1,44078813,44086567,protein_coding,7883.792728,15048.93028,5656.048809,12964.43902,4973.793571,7049.823156,0.516709252669644,6,TRUE,1 - high confidence,Ectonucleotide pyrophosphatase/phosphodiesterase family member 5,no
Entpd1,ENSMUSG00000048120.16,ENSMUSG00000048120,1026.542319,-0.974250549,0.343862168,-2.833258899,0.004607605,0.068958989,19,1,40612366,40741602,protein_coding,783.9990497,1867.590152,952.2370564,1639.493236,623.3387903,805.0816838,1.16140911427934,6,TRUE,2 - putative,Ectonucleoside triphosphate diphosphohydrolase 1,CD39
Entpd7,ENSMUSG00000025192.13,ENSMUSG00000025192,1464.040842,-0.206810197,0.477726812,-0.432904732,0.665083982,0.887070817,19,1,43689672,43733697,protein_coding,1806.585873,1801.189105,1584.956262,1183.010162,549.267227,1526.380592,0.052041708009703,6,TRUE,2 - putative,Ectonucleoside triphosphate diphosphohydrolase 7,no
Epcam,ENSMUSG00000045394.9,ENSMUSG00000045394,64.0436272,-1.809993417,2.784159919,-0.65010397,0.515625065,0.809366036,17,1,87635979,87651129,protein_coding,0,0,129.8664051,169.8199525,83.47764685,0,0.0918550241689015,3,TRUE,1 - high confidence,Epithelial cell adhesion molecule,CD326
Epdr1,ENSMUSG00000002808.7,ENSMUSG00000002808,4103.322971,-0.343271884,0.592320518,-0.579537384,0.562226629,0.835599299,13,-1,19591706,19619927,protein_coding,2222.667688,4010.589968,6069.28585,3704.148447,7095.854024,1328.058255,0.078001933029402,6,TRUE,1 - high confidence,Mammalian ependymin-related protein 1,no
Ephb4,ENSMUSG00000029710.15,ENSMUSG00000029710,82.33981915,0.434419766,1.797114216,0.241731862,0.808987939,0.946410514,5,1,137350109,137378669,protein_coding,0,51.69230907,149.598036,8.963533865,46.1160203,235.7272402,0.0239204436265134,5,TRUE,1 - high confidence,Ephrin type-B receptor 4,no
Eprs,ENSMUSG00000026615.14,ENSMUSG00000026615,16027.30967,-0.085444889,0.13385726,-0.638328391,0.523259935,0.813514425,1,1,185363044,185428360,protein_coding,15820.06318,17970.0079,15222.06318,16907.21343,14756.60113,15592.3697,0.0896347418760354,6,TRUE,3 - unspecific,Bifunctional aminoacyl-tRNA synthetase [Includes: Glutamyl-tRNA synthetase,no
Erbb3,ENSMUSG00000018166.8,ENSMUSG00000018166,184.8075174,0.105724451,0.875821945,0.120714548,0.903917135,0.975678634,10,-1,128567523,128589652,protein_coding,104.4665736,88.49339115,224.2369072,226.6254655,402.6318856,60.8565283,0.0106932053487794,6,TRUE,1 - high confidence,Receptor tyrosine-protein kinase erbB-3,no
Ergic2,ENSMUSG00000030304.11,ENSMUSG00000030304,5645.274182,-0.367818774,0.225098435,-1.634035231,0.102251453,0.389131428,6,-1,148179079,148212374,protein_coding,5562.243413,7606.049776,5219.73093,6985.431077,4251.845951,5180.900464,0.409903692208889,6,TRUE,3 - unspecific,Endoplasmic reticulum-Golgi intermediate compartment protein 2,no
Ermp1,ENSMUSG00000046324.12,ENSMUSG00000046324,2528.848313,-0.08474234,0.310857333,-0.272608463,0.785154206,0.938939912,19,-1,29608214,29648415,protein_coding,2593.667149,3104.583039,1839.741658,3367.006525,2063.513493,2986.241013,0.0273621997699076,6,TRUE,2 - putative,Endoplasmic reticulum metallopeptidase 1,no
Ero1l,ENSMUSG00000021831.9,ENSMUSG00000021831,13091.88713,-1.09760166,0.456457128,-2.404610626,0.016189705,0.142347203,14,-1,45283087,45318771,protein_coding,11887.42127,20368.71008,10654.82467,20017.29746,7777.332529,3589.624153,0.846651061945898,6,TRUE,3 - unspecific,ERO1-like protein alpha,no
Ero1lb,ENSMUSG00000057069.7,ENSMUSG00000057069,2162.964152,-1.062281766,0.57126507,-1.859525152,0.062952737,0.300568248,13,1,12565874,12611396,protein_coding,2672.888306,4830.973331,2250.982872,2436.712913,1169.20851,610.0119292,0.522056900152091,6,TRUE,3 - unspecific,ERO1-like protein beta,no
Esam,ENSMUSG00000001946.14,ENSMUSG00000001946,783.8599014,-0.568756235,0.653300254,-0.870589337,0.383978421,0.721185577,9,1,37528078,37538319,protein_coding,660.4844803,316.1298354,1402.504912,1187.385954,946.3095028,318.0362038,0.141952967323939,6,TRUE,1 - high confidence,Endothelial cell-selective adhesion molecule,no
Extl3,ENSMUSG00000021978.9,ENSMUSG00000021978,572.3022872,0.680676019,0.512412646,1.328374745,0.184054338,0.52038743,14,-1,65052060,65149855,protein_coding,542.9619203,564.8447067,400.9108844,370.0449781,392.2225428,1159.591009,0.283673202401707,6,TRUE,2 - putative,Exostosin-like 3,no
F11r,ENSMUSG00000038235.4,ENSMUSG00000038235,883.4484292,0.173697089,0.413977449,0.419581041,0.674791541,0.890492061,1,1,171437535,171464603,protein_coding,926.5099871,465.6413587,1149.739228,961.2212008,1012.270382,915.1830131,0.0503699480471848,6,TRUE,1 - high confidence,Junctional adhesion molecule A,CD321
F2r,ENSMUSG00000048376.6,ENSMUSG00000048376,3313.648087,0.698647952,0.372741515,1.874349715,0.060882239,0.294663198,13,-1,95601803,95618487,protein_coding,5061.694184,1539.593177,2501.868941,3637.214104,3265.013975,3872.004434,0.530674102031225,6,TRUE,1 - high confidence,Proteinase-activated receptor 1,no
F5,ENSMUSG00000026579.8,ENSMUSG00000026579,1061.241521,-1.162213576,0.551102291,-2.108889032,0.034954161,0.219202983,1,1,164151838,164220277,protein_coding,453.3212104,2253.459181,532.059218,1701.897128,685.8732925,808.372857,0.65915354009814,6,TRUE,1 - high confidence,Coagulation factor V,no
Fap,ENSMUSG00000000392.17,ENSMUSG00000000392,14.86369737,-1.34092155,2.748244715,-0.487919268,0.625607026,0.867507409,2,-1,62500943,62574075,protein_coding,28.38095739,42.25464626,0,32.87592517,0.666588605,0,0.0617268074027072,4,TRUE,1 - high confidence,Seprase,no
Fas,ENSMUSG00000024778.13,ENSMUSG00000024778,337.2151815,-0.38411826,0.829575943,-0.463029651,0.643343114,0.876541093,19,1,34290666,34327772,protein_coding,511.1295206,567.65316,105.6475096,488.2602995,91.38027565,263.432464,0.0572277189942484,6,TRUE,1 - high confidence,Tumor necrosis factor receptor superfamily member 6,CD95
Fcer1a,ENSMUSG00000005339.10,ENSMUSG00000005339,165.2520663,1.563280866,0.812951388,1.922969674,0.054483858,0.277123803,1,-1,173221284,173227214,protein_coding,80.93053752,68.67585782,80.91788697,103.6555559,149.1274087,502.3353329,0.557326169751583,6,TRUE,1 - high confidence,High affinity immunoglobulin epsilon receptor subunit alpha,no
Fcgr1,ENSMUSG00000015947.10,ENSMUSG00000015947,17.88137732,0.192577871,3.282736758,0.058663818,0.953219879,0.990745294,3,-1,96282909,96293969,protein_coding,50.45808924,0,37.04811974,7.056233087,0,0,0.00403798187006423,3,TRUE,1 - high confidence,High affinity immunoglobulin gamma Fc receptor I,CD64
Fcgrt,ENSMUSG00000003420.8,ENSMUSG00000003420,758.7338599,0.735634136,0.616461575,1.193317094,0.23274521,0.57870316,7,-1,45092990,45103851,protein_coding,949.377755,224.7707479,1084.551033,456.9541054,707.1428829,1249.511142,0.237544146171418,6,TRUE,1 - high confidence,IgG receptor FcRn large subunit p51,no
Fgfr1,ENSMUSG00000031565.18,ENSMUSG00000031565,69.74320457,1.523165104,1.268560331,1.200703716,0.229866152,0.575277133,8,1,25513654,25575718,protein_coding,214.3167106,10.13775151,93.09775538,9.599259445,31.4855486,78.05982349,0.240122888636228,6,TRUE,1 - high confidence,Basic fibroblast growth factor receptor 1,CD331
Fgfr3,ENSMUSG00000054252.18,ENSMUSG00000054252,19.06714182,0.382168602,1.88331555,0.202923298,0.839194984,0.956072494,5,1,33721674,33737068,protein_coding,9.246321232,12.6392146,18.3667989,18.87467153,54.20098311,0,0.0195091761857025,5,TRUE,1 - high confidence,Fibroblast growth factor receptor 3,CD333
Fgfrl1,ENSMUSG00000008090.14,ENSMUSG00000008090,232.2919706,0.212426272,0.839032389,0.253180062,0.800129073,0.942553319,5,1,108692382,108706924,protein_coding,161.9377091,110.2165781,434.1589859,97.54618967,434.9840565,137.509866,0.0256940729603533,6,TRUE,1 - high confidence,Fibroblast growth factor receptor-like 1,no
